country,confirmed,death,Transmission classification,Days since last reported case,date
China,84347,4643,Clusters of cases,0,20200428
Singapore,14423,14,Clusters of cases,0,20200428
Japan,13576,376,Clusters of cases,0,20200428
Republic of Korea,10752,244,Clusters of cases,0,20200428
Philippines,7777,511,Clusters of cases,0,20200428
Australia,6725,84,Clusters of cases,0,20200428
Malaysia,5820,99,Clusters of cases,0,20200428
New Zealand,1124,19,Clusters of cases,0,20200428
Viet Nam,270,0,Clusters of cases,1,20200428
Brunei Darussalam,138,1,Sporadic cases,8,20200428
Cambodia,122,0,Sporadic cases,16,20200428
Mongolia,38,0,Sporadic cases,1,20200428
Lao People's Democratic Republic,19,0,Sporadic cases,15,20200428
Fiji,18,0,Sporadic cases,7,20200428
Papua New Guinea,8,0,Sporadic cases,5,20200428
Guam,138,5,Clusters of cases,0,20200428
French Polynesia,58,0,Sporadic cases,0,20200428
New Caledonia,18,0,Sporadic cases,25,20200428
Northern Mariana Islands (Commonwealth of the),14,2,Pending,10,20200428
Spain,209465,23190,Pending,0,20200428
Italy,199414,26977,Community transmission,0,20200428
The United Kingdom,157153,21092,Community transmission,0,20200428
Germany,156337,5913,Community transmission,0,20200428
France,127008,23261,Community transmission,0,20200428
Turkey,112261,2900,Community transmission,0,20200428
Russian Federation,93558,867,Clusters of cases,0,20200428
Belgium,46687,7207,Community transmission,0,20200428
Netherlands,38245,4518,Community transmission,0,20200428
Switzerland,29081,1352,Community transmission,0,20200428
Portugal,24027,928,Pending,0,20200428
Ireland,19648,1102,Community transmission,0,20200428
Sweden,18926,2274,Community transmission,0,20200428
Israel,15466,202,Pending,0,20200428
Austria,15256,549,Community transmission,0,20200428
Belarus,12208,79,Clusters of cases,0,20200428
Poland,11902,562,Community transmission,0,20200428
Romania,11339,631,Community transmission,0,20200428
Ukraine,9410,239,Community transmission,0,20200428
Denmark,8698,427,Pending,0,20200428
Serbia,8275,162,Pending,0,20200428
Norway,7533,193,Pending,0,20200428
Czechia,7449,223,Community transmission,0,20200428
Finland,4695,193,Pending,0,20200428
Luxembourg,3729,88,Pending,0,20200428
Republic of Moldova,3481,103,Pending,0,20200428
Kazakhstan,2982,25,Pending,0,20200428
Hungary,2649,291,Clusters of cases,0,20200428
Greece,2534,136,Community transmission,0,20200428
Croatia,2039,59,Community transmission,0,20200428
Uzbekistan,1924,8,Clusters of cases,0,20200428
Armenia,1867,30,Clusters of cases,0,20200428
Iceland,1792,10,Community transmission,1,20200428
Azerbaijan,1678,22,Clusters of cases,0,20200428
Estonia,1647,50,Pending,0,20200428
Bosnia and Herzegovina,1564,60,Community transmission,0,20200428
Lithuania,1449,41,Community transmission,1,20200428
Slovenia,1407,83,Community transmission,1,20200428
North Macedonia,1399,65,Clusters of cases,0,20200428
Slovakia,1381,18,Clusters of cases,0,20200428
Bulgaria,1363,58,Pending,0,20200428
Cyprus,822,20,Clusters of cases,0,20200428
Latvia,818,13,Community transmission,0,20200428
Andorra,748,40,Community transmission,0,20200428
Albania,736,28,Clusters of cases,0,20200428
Kyrgyzstan,708,8,Pending,0,20200428
San Marino,538,41,Community transmission,1,20200428
Georgia,511,6,Community transmission,0,20200428
Malta,450,4,Pending,0,20200428
Montenegro,321,7,Clusters of cases,1,20200428
Liechtenstein,83,1,Pending,1,20200428
Monaco,68,1,Sporadic cases,14,20200428
Holy See,9,0,Sporadic cases,7,20200428
Kosovo,780,22,Community transmission,0,20200428
